BRAND,DNLA,SKU_NO,SEQNUM,FEATURE_NAME,FEATURE_DESCRIPTION,FEATURES_RAW,LINE_TYPE
Impact,N,1161033,2,Sturdy Handles,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,DETAIL
Impact,N,1161033,3,Weather and Water-Resistant,The thick Cordura fabric stands up to the elements and keeps the contents dry,The thick Cordura fabric stands up to the elements and keeps the contents dry,DETAIL
Impact,N,1161033,4,Double-Zipper,The double-zipper design ensures that the contents of the bag do not spill out,The double-zipper design ensures that the contents of the bag do not spill out,DETAIL
Impact,N,1161034,1,Saddle-Style Sandbag,"The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization","The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization",DETAIL
Impact,N,1161034,2,Sturdy Handles,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,DETAIL
Impact,N,1161034,3,Weather and Water-Resistant,The thick Cordura fabric stands up to the elements and keeps the contents dry,The thick Cordura fabric stands up to the elements and keeps the contents dry,DETAIL
Impact,N,1161034,4,Double-Zipper,The double-zipper design ensures that the contents of the bag do not spill out,The double-zipper design ensures that the contents of the bag do not spill out,DETAIL
Impact,N,1161035,1,Saddle-Style Sandbag,"The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization","The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization",DETAIL
Impact,N,1161035,2,Sturdy Handles,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,DETAIL
Impact,N,1161035,3,Weather and Water-Resistant,The thick Cordura fabric stands up to the elements and keeps the contents dry,The thick Cordura fabric stands up to the elements and keeps the contents dry,DETAIL
Impact,N,1161035,4,Double-Zipper,The double-zipper design ensures that the contents of the bag do not spill out,The double-zipper design ensures that the contents of the bag do not spill out,DETAIL
Impact,N,1161036,1,Saddle-Style Sandbag,"The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization","The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization",DETAIL
Impact,N,1161036,2,Sturdy Handles,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,DETAIL
Impact,N,1161036,3,Weather and Water-Resistant,The thick Cordura fabric stands up to the elements and keeps the contents dry,The thick Cordura fabric stands up to the elements and keeps the contents dry,DETAIL
Impact,N,1161036,4,Double-Zipper,The double-zipper design ensures that the contents of the bag do not spill out,The double-zipper design ensures that the contents of the bag do not spill out,DETAIL
Impact,N,1161037,1,Saddle-Style Sandbag,"The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization","The two-winged saddle sandbag is designed to conform to studio equipment such as light stands, tripods, backgrounds, or other equipment that needs support and stabilization",DETAIL
Impact,N,1161037,2,Sturdy Handles,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,Strong top and bottom handles made with nylon webbing offer options for providing a counterweight to boom arms and make transporting the sandbag easy,DETAIL
Impact,N,1161037,3,Weather and Water-Resistant,The thick Cordura fabric stands up to the elements and keeps the contents dry,The thick Cordura fabric stands up to the elements and keeps the contents dry,DETAIL
Impact,N,1161037,4,Double-Zipper,The double-zipper design ensures that the contents of the bag do not spill out,The double-zipper design ensures that the contents of the bag do not spill out,DETAIL
Impact,N,1166160,1,Deep Shape,The umbrella's deep shape controls light spread while providing a narrower beam than standard umbrellas; for photographers who want to focus light on their subjects while minimizing spill.,The umbrella's deep shape controls light spread while providing a narrower beam than standard umbrellas; for photographers who want to focus light on their subjects while minimizing spill.,DETAIL
Impact,N,1166160,2,Reflective Silver Interior,"When a crisp and specular light is called for, the reflective silver interior of the Deep Umbrella creates a high-contrast light while maintaining some of the wrap-around qualities of a standard umbrella.","When a crisp and specular light is called for, the reflective silver interior of the Deep Umbrella creates a high-contrast light while maintaining some of the wrap-around qualities of a standard umbrella.",DETAIL
Impact,N,1166160,3,Compatible,"Use the Impact Deep Umbrella in almost any lighting setup. Umbrella mounts, adapters, or grip heads can be used to shape and modify the light of most off-camera flashes or monolights.","Use the Impact Deep Umbrella in almost any lighting setup. Umbrella mounts, adapters, or grip heads can be used to shape and modify the light of most off-camera flashes or monolights.",DETAIL
Impact,N,1166160,4,16-Rib Design,"The Deep Umbrella is supported by its 16-rib design that maintains the umbrella's shape for an even, reflective surface.","The Deep Umbrella is supported by its 16-rib design that maintains the umbrella's shape for an even, reflective surface.",DETAIL
Impact,N,1166161,1,Deep Shape,"The umbrella's deep shape controls light spread while providing a narrower beam than standard umbrellas, for photographers who want to focus light on their subjects while minimizing spill.","The umbrella's deep shape controls light spread while providing a narrower beam than standard umbrellas, for photographers who want to focus light on their subjects while minimizing spill.",DETAIL
Impact,N,1166161,2,White Interior,"When a soft and even light is called for, the white interior of the Deep Umbrella creates a diffused light while still maintaining some of the wrap-around qualities of a standard umbrella.","When a soft and even light is called for, the white interior of the Deep Umbrella creates a diffused light while still maintaining some of the wrap-around qualities of a standard umbrella.",DETAIL
